player,season,team,pos,age,minutos_totales,partidos_totales,minutos_por_partido,ws,per
Terence Davis,2022,SAC,SG,24,"536,0","30,0","17,9","0,5","14,6"
Aaron Holiday,2022,PHO,PG,25,"1021,0","63,0","16,2","1,5","12,6"
Jake Layman,2022,MIN,SF,27,"231,0","34,0","6,8","0,1","9,0"
Anfernee Simons,2022,POR,SG,22,"1681,0","57,0","29,5","1,9","15,3"
Justise Winslow,2022,POR,SF,25,"774,0","48,0","16,1","0,8","13,1"
Romeo Langford,2022,SAS,SG,22,"771,0","48,0","16,1","1,3","9,2"
Landry Shamet,2022,PHO,SG,24,"1437,0","69,0","20,8","2,6","10,2"
Chris Duarte,2022,IND,SG,24,"1541,0","55,0","28,0","0,9","12,3"
Alex Len,2022,SAC,C,28,"620,0","39,0","15,9","0,9","13,1"
Robert Williams,2022,BOS,C,24,"1804,0","61,0","29,6","9,9","22,1"
Aaron Nesmith,2022,BOS,SF,22,"574,0","52,0","11,0","0,4","7,3"
Moses Moody,2022,GSW,SG,19,"607,0","52,0","11,7","1,3","10,5"
Mike Muscala,2022,OKC,C,30,"592,0","43,0","13,8","2,1","19,7"
Cole Anthony,2022,ORL,PG,21,"2059,0","65,0","31,7","1,6","13,5"
Corey Kispert,2022,WAS,SF,22,"1801,0","77,0","23,4","2,3","10,9"
Georges Niang,2022,PHI,PF,28,"1736,0","76,0","22,8","2,8","10,7"
Isaiah Stewart,2022,DET,C,20,"1816,0","71,0","25,6","3,4","14,0"
Chuma Okeke,2022,ORL,PF,23,"1749,0","70,0","25,0","2,2","12,0"
Nickeil Alexander-Walker,2022,UTA,SG,23,"1466,0","65,0","22,6","0,1","10,5"
Trey Burke,2022,DAL,PG,29,"441,0","42,0","10,5","0,0","10,0"
Aleksej Pokusevski,2022,OKC,PF,20,"1233,0","61,0","20,2","0,4","12,0"
Facundo Campazzo,2022,DEN,PG,30,"1184,0","65,0","18,2","2,0","11,1"
Goga Bitadze,2022,IND,C,22,"729,0","50,0","14,6","1,9","18,0"
Sterling Brown,2022,DAL,SG,26,"628,0","49,0","12,8","0,8","8,4"
Frank Jackson,2022,DET,PG,23,"1164,0","53,0","22,0","0,7","10,6"
Josh Green,2022,DAL,SG,21,"1039,0","67,0","15,5","2,4","11,9"
Tre Mann,2022,OKC,PG,20,"1367,0","60,0","22,8","0,1","10,2"
Matisse Thybulle,2022,PHI,SG,24,"1685,0","66,0","25,5","3,7","11,2"
Saddiq Bey,2022,DET,SF,22,"2704,0","82,0","33,0","4,0","14,0"
Kai Jones,2022,CHO,C,21,"63,0","21,0","3,0","0,0","9,2"
Brandon Clarke,2022,MEM,PF,25,"1246,0","64,0","19,5","6,3","23,7"
Precious Achiuwa,2022,TOR,C,22,"1725,0","73,0","23,6","2,5","12,7"
Jalen Johnson,2022,ATL,PF,20,"120,0","22,0","5,5","0,0","11,3"
LaMarcus Aldridge,2022,BRK,C,36,"1050,0","47,0","22,3","3,1","19,6"
James Johnson,2022,BRK,PF,34,"1191,0","62,0","19,2","1,7","10,3"
Ed Davis,2022,CLE,C,32,"201,0","31,0","6,5","0,5","9,3"
Andre Iguodala,2022,GSW,SF,38,"603,0","31,0","19,5","1,6","12,3"
Avery Bradley,2022,LAL,SG,31,"1406,0","62,0","22,7","1,2","7,8"
Carmelo Anthony,2022,LAL,PF,37,"1793,0","69,0","26,0","3,6","14,8"
Wayne Ellington,2022,LAL,SG,34,"810,0","43,0","18,8","1,0","9,9"
Trevor Ariza,2022,LAL,SF,36,"462,0","24,0","19,2","0,2","7,0"
Dwight Howard,2022,LAL,C,36,"971,0","60,0","16,2","3,5","18,2"
Udonis Haslem,2022,MIA,C,41,"83,0","13,0","6,4","0,1","8,6"
Markieff Morris,2022,MIA,PF,32,"298,0","17,0","17,5","0,3","10,9"
Paul Millsap,2022,PHI,PF,36,"376,0","33,0","11,4","0,5","10,8"
Grant Williams,2022,BOS,PF,23,"1875,0","77,0","24,4","5,1","11,2"
Tyrese Maxey,2022,PHI,PG,21,"2650,0","75,0","35,3","7,3","16,2"
Keon Johnson,2022,POR,SG,19,"697,0","37,0","18,8","-0,5","8,7"
Darius Bazley,2022,OKC,PF,21,"1924,0","69,0","27,9","1,8","12,6"
Trey Lyles,2022,SAC,PF,26,"1537,0","75,0","20,5","3,5","16,4"
Zeke Nnaji,2022,DEN,PF,21,"698,0","41,0","17,0","1,8","13,5"
Isaiah Jackson,2022,IND,PF,20,"541,0","36,0","15,0","1,4","20,5"
Ty Jerome,2022,OKC,SG,24,"801,0","48,0","16,7","0,5","11,3"
Andre Drummond,2022,BRK,C,28,"1437,0","73,0","19,7","5,1","21,0"
Austin Rivers,2022,DEN,SG,29,"1480,0","67,0","22,1","1,2","7,2"
Kent Bazemore,2022,LAL,SF,32,"545,0","39,0","14,0","0,1","6,0"
Hassan Whiteside,2022,UTA,C,32,"1162,0","65,0","17,9","5,8","22,9"
Tony Snell,2022,NOP,SG,30,"823,0","53,0","15,5","0,4","6,3"
Solomon Hill,2022,ATL,PF,30,"139,0","13,0","10,7","0,0","3,3"
Ben McLemore,2022,POR,SG,28,"1285,0","64,0","20,1","0,8","11,7"
Cody Zeller,2022,POR,C,29,"355,0","27,0","13,1","1,1","17,2"
Usman Garuba,2022,HOU,PF,19,"239,0","24,0","10,0","0,5","12,9"
Leandro Bolmaro,2022,MIN,SF,21,"241,0","35,0","6,9","0,0","5,4"
Nassir Little,2022,POR,SF,21,"1088,0","42,0","25,9","1,7","13,5"
Josh Christopher,2022,HOU,SG,20,"1334,0","74,0","18,0","0,3","12,2"
Drew Eubanks,2022,POR,C,24,"1245,0","71,0","17,5","3,4","18,0"
Rodney Hood,2022,LAC,SF-SG,29,"709,0","52,0","13,6","0,7","7,2"
Elfrid Payton,2022,PHO,PG,27,"549,0","50,0","11,0","-0,2","7,9"
Dylan Windler,2022,CLE,SF,25,"459,0","50,0","9,2","0,8","8,8"
Immanuel Quickley,2022,NYK,PG,22,"1802,0","78,0","23,1","4,2","14,6"
John Konchar,2022,MEM,SG,25,"1292,0","72,0","17,9","4,2","14,0"
Quentin Grimes,2022,NYK,SG,21,"786,0","46,0","17,1","1,4","10,7"
Jordan Poole,2022,GSW,SG,22,"2283,0","76,0","30,0","6,0","16,1"
Bol Bol,2022,DEN,PF,22,"81,0","14,0","5,8","0,1","13,5"
Keldon Johnson,2022,SAS,SF,22,"2392,0","75,0","31,9","4,9","15,2"
Payton Pritchard,2022,BOS,SG,24,"1001,0","71,0","14,1","3,1","15,0"
Bones Hyland,2022,DEN,PG,21,"1310,0","69,0","19,0","2,4","14,4"
Nemanja Bjelica,2022,GSW,C,33,"1142,0","71,0","16,1","3,0","14,2"
Raul Neto,2022,WAS,PG,29,"1372,0","70,0","19,6","1,5","12,4"
Jaden McDaniels,2022,MIN,PF,21,"1803,0","70,0","25,8","2,4","10,3"
Malachi Flynn,2022,TOR,PG,23,"537,0","44,0","12,2","1,0","11,7"
DeMarcus Cousins,2022,DEN,C,31,"718,0","48,0","15,0","1,6","18,2"
Cam Thomas,2022,BRK,SG,20,"1176,0","67,0","17,6","0,8","11,7"
Desmond Bane,2022,MEM,SF,23,"2266,0","76,0","29,8","7,2","17,6"
Day'Ron Sharpe,2022,BRK,PF,20,"391,0","32,0","12,2","1,2","20,7"
Garrison Mathews,2022,HOU,SG,25,"1712,0","65,0","26,3","2,8","11,0"
Jordan McLaughlin,2022,MIN,PG,25,"902,0","62,0","14,5","2,3","13,4"
Jeremiah Robinson-Earl,2022,OKC,C,21,"1087,0","49,0","22,2","1,5","11,7"
Kenrich Williams,2022,OKC,SF,27,"1072,0","49,0","21,9","1,8","13,3"
Abdel Nader,2022,PHO,SF,28,"145,0","14,0","10,4","0,0","4,9"
Damian Jones,2022,SAC,C,26,"1017,0","56,0","18,2","3,3","18,3"
Wesley Matthews,2022,MIL,SG,35,"1002,0","49,0","20,4","1,2","6,9"
Rodney McGruder,2022,DET,SG,30,"754,0","51,0","14,8","1,2","11,6"
Moses Brown,2022,CLE,C,22,"345,0","40,0","8,6","1,2","18,5"
Jose Alvarado,2022,NOP,PG,23,"834,0","54,0","15,4","2,1","16,4"
Damion Lee,2022,GSW,SG,29,"1256,0","63,0","19,9","2,7","10,9"
PJ Dozier,2022,DEN,SG,25,"340,0","18,0","18,9","0,3","8,7"
Killian Tillie,2022,MEM,C,23,"461,0","36,0","12,8","0,6","7,6"
Shake Milton,2022,PHI,PG,25,"1179,0","55,0","21,4","1,7","11,9"
Jalen Brunson,2022,DAL,PG,25,"2524,0","79,0","31,9","7,5","17,1"
Mitchell Robinson,2022,NYK,C,23,"1848,0","72,0","25,7","8,5","20,7"
Tony Bradley,2022,CHI,C,24,"549,0","55,0","10,0","1,3","14,9"
Frank Ntilikina,2022,DAL,PG,23,"685,0","58,0","11,8","0,9","10,4"
Semi Ojeleye,2022,LAC,PF,27,"406,0","30,0","13,5","0,2","6,7"
Malik Monk,2022,LAL,SG,23,"2139,0","76,0","28,1","3,6","14,4"
Jalen McDaniels,2022,CHO,SF,24,"895,0","55,0","16,3","1,7","12,7"
Cody Martin,2022,CHO,SF,26,"1866,0","71,0","26,3","3,9","12,7"
Dean Wade,2022,CLE,PF,25,"980,0","51,0","19,2","2,3","10,1"
Bruno Fernando,2022,HOU,C,23,"152,0","30,0","5,1","0,4","21,2"
Terance Mann,2022,LAC,SF,25,"2317,0","81,0","28,6","5,5","13,4"
Jaylen Nowell,2022,MIN,SG,22,"975,0","62,0","15,7","2,8","16,8"
Naz Reid,2022,MIN,C,22,"1215,0","77,0","15,8","3,2","17,2"
KZ Okpala,2022,MIA,PF,22,"244,0","21,0","11,6","0,5","10,4"
Isaiah Roby,2022,OKC,PF,23,"948,0","45,0","21,1","2,9","18,3"
Luguentz Dort,2022,OKC,SF,22,"1665,0","51,0","32,6","1,4","12,3"
Eric Paschall,2022,UTA,PF,25,"736,0","58,0","12,7","2,0","13,9"
Daniel Gafford,2022,WAS,C,23,"1444,0","72,0","20,1","6,0","21,8"
Chimezie Metu,2022,SAC,C,24,"1279,0","60,0","21,3","1,5","13,4"
Yuta Watanabe,2022,TOR,SF,27,"445,0","38,0","11,7","0,7","11,5"
Armoni Brooks,2022,TOR,SG-PG,23,"844,0","54,0","15,6","0,2","8,4"
Isaiah Hartenstein,2022,LAC,C,23,"1216,0","68,0","17,9","5,5","22,0"
Thanasis Antetokounmpo,2022,MIL,SF,29,"473,0","48,0","9,9","0,9","12,5"
Moritz Wagner,2022,ORL,C,24,"960,0","63,0","15,2","2,8","18,1"
Keita Bates-Diop,2022,SAS,SF,26,"956,0","59,0","16,2","1,6","12,4"
Isaac Bonga,2022,TOR,SF,22,"69,0","15,0","4,6","0,1","8,7"
Juan Toscano-Anderson,2022,GSW,SF,28,"994,0","73,0","13,6","2,0","11,0"
Oshae Brissett,2022,IND,SF,23,"1564,0","67,0","23,3","2,2","12,9"
Matt Thomas,2022,CHI,SG,27,"459,0","40,0","11,5","0,6","9,9"
Javonte Green,2022,CHI,SF,28,"1519,0","65,0","23,4","4,4","14,0"
Gary Payton II,2022,GSW,PG,29,"1247,0","71,0","17,6","5,2","17,8"
Max Strus,2022,MIA,SF,25,"1587,0","68,0","23,3","3,6","12,7"
Gabe Vincent,2022,MIA,PG,25,"1589,0","68,0","23,4","2,5","10,6"
Lance Stephenson,2022,IND,SG-SF,31,"814,0","46,0","17,7","0,8","13,6"
Kevin Pangos,2022,CLE,PG,29,"166,0","24,0","6,9","0,1","6,5"
Bismack Biyombo,2022,PHO,C,29,"506,0","36,0","14,1","1,8","17,3"
Nick Richards,2022,CHO,C,24,"367,0","50,0","7,3","1,0","15,9"
Lamar Stevens,2022,CLE,PF,24,"1015,0","63,0","16,1","1,6","11,3"
Jae'Sean Tate,2022,HOU,SF,26,"2056,0","78,0","26,4","3,0","14,3"
Jordan Nwora,2022,MIL,SF,23,"1185,0","62,0","19,1","0,6","9,9"
Naji Marshall,2022,NOP,SF,24,"735,0","55,0","13,4","0,8","12,3"
Paul Reed,2022,PHI,C,22,"302,0","38,0","7,9","1,3","21,4"
Isaiah Joe,2022,PHI,SG,22,"609,0","55,0","11,1","0,4","7,7"
Elijah Hughes,2022,POR,SG-SF,23,"434,0","36,0","12,1","-0,4","5,4"
CJ Elleby,2022,POR,SF,21,"1174,0","58,0","20,2","0,4","9,2"
Jahmi'us Ramsey,2022,SAC,SG,20,"134,0","19,0","7,1","-0,1","7,9"
Tre Jones,2022,SAS,PG,22,"1148,0","69,0","16,6","2,9","15,0"
Anthony Gill,2022,WAS,PF,29,"463,0","44,0","10,5","1,4","14,7"
Isaiah Todd,2022,WAS,PF,20,"74,0","12,0","6,2","-0,2","4,7"
Saben Lee,2022,DET,PG,22,"604,0","37,0","16,3","0,9","13,8"
Omer Yurtseven,2022,MIA,C,23,"706,0","56,0","12,6","2,1","17,4"
Stanley Johnson,2022,LAL,PF,25,"1094,0","48,0","22,8","1,8","10,5"
Aaron Wiggins,2022,OKC,SG,23,"1209,0","50,0","24,2","1,2","10,3"
Marquese Chriss,2022,DAL,PF,24,"346,0","34,0","10,2","0,8","14,8"
JT Thor,2022,CHO,PF,19,"262,0","33,0","7,9","0,3","9,7"
Jabari Parker,2022,BOS,PF,26,"112,0","12,0","9,3","0,3","14,8"
Alfonzo McKinnie,2022,CHI,SF,29,"206,0","17,0","12,1","-0,1","5,6"
Isaiah Livers,2022,DET,SF,23,"383,0","19,0","20,2","0,7","11,1"
Denzel Valentine,2022,UTA,SG,28,"222,0","24,0","9,2","0,2","8,1"
Alize Johnson,2022,NOP,PF,25,"167,0","23,0","7,3","0,1","10,7"
Kelan Martin,2022,BOS,SF,26,"450,0","30,0","15,0","0,0","9,4"
Miye Oni,2022,UTA,SG,24,"44,0","16,0","2,8","0,0","0,4"
Ayo Dosunmu,2022,CHI,SG,22,"2110,0","77,0","27,4","3,0","11,2"
Luka Garza,2022,DET,C,23,"389,0","32,0","12,2","0,8","15,6"
Austin Reaves,2022,LAL,SG,23,"1418,0","61,0","23,2","2,9","11,5"
Miles McBride,2022,NYK,PG,21,"372,0","40,0","9,3","0,2","6,1"
Vit Krejci,2022,OKC,SG,21,"690,0","30,0","23,0","0,6","8,5"
Charles Bassey,2022,PHI,PF,21,"168,0","23,0","7,3","0,8","21,5"
Jock Landale,2022,SAS,C,26,"589,0","54,0","10,9","1,5","16,0"
Dalano Banton,2022,TOR,SF,22,"696,0","64,0","10,9","0,4","10,0"
Jared Butler,2022,UTA,SG,21,"360,0","42,0","8,6","0,4","12,1"
Daishen Nix,2022,HOU,SG,19,"261,0","24,0","10,9","-0,2","8,1"
Isaiah Thomas,2022,CHO,PG,32,"333,0","22,0","15,1","0,2","12,0"
Terry Taylor,2022,IND,SG,22,"714,0","33,0","21,6","2,4","19,0"
Mamadi Diakite,2022,OKC,PF,25,"188,0","13,0","14,5","0,3","11,6"
Caleb Martin,2022,MIA,SF,26,"1372,0","60,0","22,9","4,0","14,8"
Brad Wanamaker,2022,WAS,PG,32,"320,0","23,0","13,9","0,0","7,5"
Luke Kornet,2022,BOS,C,26,"103,0","15,0","6,9","0,4","16,6"
Gary Clark,2022,NOP,PF,27,"378,0","38,0","9,9","0,7","11,4"
Trendon Watford,2022,POR,SF,21,"869,0","48,0","18,1","1,9","15,8"
Devontae Cacok,2022,SAS,PF,25,"121,0","15,0","8,1","0,5","20,2"
Admiral Schofield,2022,ORL,SF,24,"469,0","38,0","12,3","0,3","7,5"
Malik Fitts,2022,BOS,PF,24,"63,0","15,0","4,2","0,1","10,7"
Sam Hauser,2022,BOS,SF,24,"158,0","26,0","6,1","0,6","14,8"
Greg Monroe,2022,UTA,C,31,"195,0","14,0","13,9","0,7","19,5"
Amir Coffey,2022,LAC,SG,24,"1567,0","69,0","22,7","3,8","13,0"
Joe Wieskamp,2022,SAS,SG,22,"205,0","29,0","7,1","0,1","7,1"
Keifer Sykes,2022,IND,PG,28,"566,0","32,0","17,7","-0,5","5,9"
Haywood Highsmith,2022,MIA,SF,25,"163,0","19,0","8,6","0,1","7,0"
Davon Reed,2022,DEN,SG,26,"668,0","48,0","13,9","1,6","12,2"
Wenyen Gabriel,2022,LAL,PF,24,"358,0","26,0","13,8","0,7","12,5"
Skylar Mays,2022,ATL,SG,24,"220,0","28,0","7,9","0,3","11,7"
Georgios Kalaitzakis,2022,OKC,SF,23,"214,0","13,0","16,5","-0,1","8,6"
Chris Silva,2022,MIA,PF,25,"91,0","10,0","9,1","0,3","11,6"
Kessler Edwards,2022,BRK,SF,21,"987,0","48,0","20,6","0,6","8,3"
Trent Forrest,2022,UTA,PG,23,"765,0","60,0","12,8","1,3","10,9"
Sharife Cooper,2022,ATL,PG,20,"39,0","13,0","3,0","-0,2","-5,4"
Brodric Thomas,2022,BOS,SG,25,"60,0","12,0","5,0","0,1","10,0"
Tyler Cook,2022,CHI,PF,24,"200,0","20,0","10,0","0,5","13,0"
Markus Howard,2022,DEN,SG,22,"176,0","31,0","5,7","0,3","16,1"
Jamorko Pickett,2022,DET,PF,24,"176,0","13,0","13,5","0,1","7,6"
Chris Chiozza,2022,GSW,PG,26,"372,0","34,0","10,9","0,0","4,4"
Jay Scrubb,2022,LAC,SG,21,"121,0","18,0","6,7","0,0","9,3"
Yves Pons,2022,MEM,SF,22,"71,0","12,0","5,9","0,0","5,9"
Sandro Mamukelashvili,2022,MIL,PF,22,"407,0","41,0","9,9","1,1","14,7"
Nathan Knight,2022,MIN,PF,24,"267,0","37,0","7,2","1,0","18,7"
Jericho Sims,2022,NYK,PF,23,"555,0","41,0","13,5","1,5","11,6"
Ignas Brazdeikis,2022,ORL,SF,23,"536,0","42,0","12,8","0,5","10,2"
Keljin Blevins,2022,POR,SF,26,"349,0","31,0","11,3","-0,5","4,8"
Neemias Queta,2022,SAC,C,22,"120,0","15,0","8,0","0,1","12,7"
Justin Champagnie,2022,TOR,SF,20,"281,0","36,0","7,8","0,8","13,6"
Justin Anderson,2022,IND,SF,28,"316,0","16,0","19,8","0,4","10,4"
Theo Pinson,2022,DAL,SF,26,"148,0","19,0","7,8","0,4","11,9"
Tim Frazier,2022,CLE,PG,31,"208,0","12,0","17,3","-0,2","3,3"
Kyle Guy,2022,MIA,SG,24,"186,0","19,0","9,8","0,1","9,5"
Quinndary Weatherspoon,2022,GSW,SG,25,"73,0","11,0","6,6","0,2","12,0"
Brandon Goodwin,2022,CLE,PG,26,"502,0","36,0","13,9","0,7","11,8"
Malcolm Hill,2022,CHI,SF-SG,26,"212,0","19,0","11,2","0,6","12,7"
Louis King,2022,SAC,SF,22,"104,0","10,0","10,4","0,0","8,1"
Trevelin Queen,2022,HOU,SG,24,"74,0","10,0","7,4","0,1","18,2"
Myles Powell,2022,PHI,PG,24,"52,0","11,0","4,7","-0,1","0,2"
Justin Robinson,2022,DET,PG,24,"304,0","25,0","12,2","-0,3","3,6"
Mychal Mulder,2022,MIA,PG,27,"239,0","17,0","14,1","-0,2","3,7"
Devon Dotson,2022,CHI,PG,22,"85,0","11,0","7,7","0,1","9,8"
Marcus Garrett,2022,MIA,SG,23,"128,0","12,0","10,7","0,1","4,7"
Lindell Wigginton,2022,MIL,PG,23,"199,0","19,0","10,5","0,2","10,2"
Olivier Sarr,2022,OKC,C,22,"421,0","22,0","19,1","1,0","14,0"
Tacko Fall,2022,CLE,C,26,"59,0","11,0","5,4","0,1","11,3"
Petr Cornelie,2022,DEN,PF,26,"38,0","13,0","2,9","0,0","9,6"
Xavier Moon,2022,LAC,SG,27,"137,0","10,0","13,7","0,3","16,2"
Reggie Perry,2022,IND,PF,21,"187,0","10,0","18,7","0,2","15,6"
Brandon Williams,2022,POR,PG,22,"640,0","24,0","26,7","-0,5","11,0"
Lindy Waters III,2022,OKC,SG,24,"465,0","25,0","18,6","0,8","13,0"
Braxton Key,2022,DET,SF,24,"197,0","11,0","17,9","0,2","13,7"
Stephen Curry,2023,GSW,PG,34,"1941,0","56,0","34,7","7,8","24,1"
John Wall,2023,LAC,PG,32,"755,0","34,0","22,2","0,3","13,6"
Russell Westbrook,2023,LAC,PG,34,"2126,0","73,0","29,1","1,9","16,1"
LeBron James,2023,LAL,PF,38,"1954,0","55,0","35,5","5,6","23,9"
Kevin Durant,2023,PHO,PF-SF,34,"1672,0","47,0","35,6","6,8","25,9"
Bradley Beal,2023,WAS,SG,29,"1673,0","50,0","33,5","3,4","19,7"
Kawhi Leonard,2023,LAC,SF,31,"1748,0","52,0","33,6","7,1","23,9"
Paul George,2023,LAC,SG,32,"1939,0","56,0","34,6","4,6","19,6"
Giannis Antetokounmpo,2023,MIL,PF,28,"2024,0","63,0","32,1","8,6","29,0"
Damian Lillard,2023,POR,PG,32,"2107,0","58,0","36,3","9,0","26,7"
Klay Thompson,2023,GSW,SG,32,"2279,0","69,0","33,0","3,1","14,7"
Kyrie Irving,2023,DAL,PG,30,"2241,0","60,0","37,4","7,4","22,4"
Rudy Gobert,2023,MIN,C,30,"2148,0","70,0","30,7","7,8","18,9"
Khris Middleton,2023,MIL,SF,31,"801,0","33,0","24,3","1,9","17,4"
Anthony Davis,2023,LAL,C,29,"1904,0","56,0","34,0","9,0","27,8"
Jimmy Butler,2023,MIA,SF,33,"2138,0","64,0","33,4","12,3","27,6"
Tobias Harris,2023,PHI,PF,30,"2436,0","74,0","32,9","5,9","14,8"
Trae Young,2023,ATL,PG,24,"2541,0","73,0","34,8","6,7","22,0"
Zach LaVine,2023,CHI,SG,27,"2768,0","77,0","35,9","7,1","19,0"
Ben Simmons,2023,BRK,PG,26,"1105,0","42,0","26,3","2,2","13,4"
Pascal Siakam,2023,TOR,C,28,"2652,0","71,0","37,4","7,8","20,3"
Myles Turner,2023,IND,C,26,"1825,0","62,0","29,4","5,4","20,0"
Jrue Holiday,2023,MIL,PG,32,"2183,0","67,0","32,6","6,7","19,2"
Karl-Anthony Towns,2023,MIN,PF,27,"957,0","29,0","33,0","2,7","18,8"
Devin Booker,2023,PHO,SG,26,"1835,0","53,0","34,6","6,0","22,0"
Andrew Wiggins,2023,GSW,SF,27,"1190,0","37,0","32,2","2,3","14,7"
Joel Embiid,2023,PHI,C,28,"2284,0","66,0","34,6","12,3","31,4"
CJ McCollum,2023,NOP,SG,31,"2649,0","75,0","35,3","4,3","15,6"
James Harden,2023,PHI,PG,33,"2135,0","58,0","36,8","8,4","21,6"
Jamal Murray,2023,DEN,PG,25,"2133,0","65,0","32,8","5,1","18,0"
Brandon Ingram,2023,NOP,SF,25,"1538,0","45,0","34,2","3,5","19,2"
D'Angelo Russell,2023,LAL,PG,26,"2304,0","71,0","32,5","5,1","16,3"
Donovan Mitchell,2023,CLE,SG,26,"2432,0","68,0","35,8","8,9","22,9"
Shai Gilgeous-Alexander,2023,OKC,PG,24,"2416,0","68,0","35,5","11,4","27,2"
Deandre Ayton,2023,PHO,C,24,"2035,0","67,0","30,4","6,2","19,9"
Kevin Love,2023,MIA,PF,34,"1240,0","62,0","20,0","2,6","13,1"
Jayson Tatum,2023,BOS,PF,24,"2732,0","74,0","36,9","10,5","23,7"
Bam Adebayo,2023,MIA,C,25,"2598,0","75,0","34,6","7,4","20,1"
De'Aaron Fox,2023,SAC,PG,25,"2435,0","73,0","33,4","7,4","21,8"
Gordon Hayward,2023,CHO,SF,32,"1577,0","50,0","31,5","2,0","13,5"
Jaylen Brown,2023,BOS,SF,26,"2405,0","67,0","35,9","5,0","19,1"
Chris Paul,2023,PHO,PG,37,"1889,0","59,0","32,0","6,2","17,7"
Kyle Lowry,2023,MIA,PG,36,"1718,0","55,0","31,2","3,4","12,6"
Jalen Brunson,2023,NYK,PG,26,"2379,0","68,0","35,0","8,7","21,2"
DeMar DeRozan,2023,CHI,SF,33,"2682,0","74,0","36,2","8,5","20,6"
Al Horford,2023,BOS,C,36,"1922,0","63,0","30,5","6,3","13,8"
Draymond Green,2023,GSW,PF,32,"2297,0","73,0","31,5","4,7","12,2"
Julius Randle,2023,NYK,PF,28,"2737,0","77,0","35,5","8,1","20,3"
John Collins,2023,ATL,PF,25,"2130,0","71,0","30,0","4,2","13,6"
Mike Conley,2023,MIN,PG,35,"2029,0","67,0","30,3","5,5","14,7"
Malcolm Brogdon,2023,BOS,PG,30,"1744,0","67,0","26,0","5,8","18,2"
Anfernee Simons,2023,POR,SG,23,"2171,0","62,0","35,0","2,5","14,8"
Terry Rozier,2023,CHO,SG,28,"2221,0","63,0","35,3","1,7","14,7"
Fred VanVleet,2023,TOR,PG,28,"2535,0","69,0","36,7","6,5","17,0"
Buddy Hield,2023,IND,SF,30,"2482,0","80,0","31,0","4,4","15,4"
Domantas Sabonis,2023,SAC,C,26,"2736,0","79,0","34,6","12,6","23,5"
Jerami Grant,2023,POR,PF,28,"2246,0","63,0","35,7","4,1","16,0"
Aaron Gordon,2023,DEN,PF,27,"2055,0","68,0","30,2","6,8","19,5"
Mikal Bridges,2023,BRK,SF,26,"2963,0","83,0","35,7","7,5","16,8"
Jarrett Allen,2023,CLE,C,24,"2220,0","68,0","32,6","9,5","19,9"
Nicolas Batum,2023,LAC,PF,34,"1709,0","78,0","21,9","3,6","11,0"
Eric Gordon,2023,LAC,SG,34,"1965,0","69,0","28,5","2,3","11,8"
Spencer Dinwiddie,2023,BRK,PG,29,"2725,0","79,0","34,5","6,3","16,0"
Caris LeVert,2023,CLE,SG,28,"2237,0","74,0","30,2","4,4","12,4"
Joe Harris,2023,BRK,SG,31,"1527,0","74,0","20,6","2,6","10,6"
Harrison Barnes,2023,SAC,PF,30,"2662,0","82,0","32,5","6,5","14,1"
Clint Capela,2023,ATL,C,28,"1730,0","65,0","26,6","7,2","22,1"
Evan Fournier,2023,NYK,SG,30,"459,0","27,0","17,0","0,1","6,9"
Steven Adams,2023,MEM,C,29,"1133,0","42,0","27,0","3,4","17,5"
Jonathan Isaac,2023,ORL,PF,25,"124,0","11,0","11,3","0,3","20,3"
OG Anunoby,2023,TOR,SF,25,"2386,0","67,0","35,6","4,7","14,6"
Marcus Smart,2023,BOS,PG,28,"1957,0","61,0","32,1","3,7","12,1"
Derrick White,2023,BOS,SG,28,"2319,0","82,0","28,3","7,4","15,4"
Dejounte Murray,2023,ATL,SG,26,"2693,0","74,0","36,4","4,7","17,0"
Mitchell Robinson,2023,NYK,C,24,"1591,0","59,0","27,0","6,5","18,9"
Duncan Robinson,2023,MIA,SF,28,"691,0","42,0","16,5","0,5","7,8"
Norman Powell,2023,LAC,SG,29,"1567,0","60,0","26,1","3,5","17,1"
Collin Sexton,2023,UTA,SG,24,"1145,0","48,0","23,9","2,5","15,9"
Markelle Fultz,2023,ORL,PG,24,"1778,0","60,0","29,6","3,7","16,6"
Lauri Markkanen,2023,UTA,SF,25,"2273,0","66,0","34,4","8,2","22,1"
Marcus Morris,2023,LAC,PF,33,"1825,0","65,0","28,1","2,0","10,5"
Malik Beasley,2023,LAL,SG,26,"2093,0","81,0","25,8","1,4","10,9"
Luguentz Dort,2023,OKC,SG,23,"2272,0","74,0","30,7","2,9","11,3"
Will Barton,2023,TOR,SG,32,"993,0","56,0","17,7","0,4","10,0"
Tyus Jones,2023,MEM,PG,26,"1940,0","80,0","24,2","5,7","16,0"
Derrick Rose,2023,NYK,PG,34,"338,0","27,0","12,5","0,0","10,1"
Kevin Huerter,2023,SAC,SG,24,"2203,0","75,0","29,4","4,9","15,2"
Christian Wood,2023,DAL,C,27,"1738,0","67,0","25,9","4,8","20,6"
Kentavious Caldwell-Pope,2023,DEN,SG,29,"2381,0","76,0","31,3","4,5","11,5"
Brook Lopez,2023,MIL,C,34,"2373,0","78,0","30,4","8,0","18,4"
Patrick Beverley,2023,CHI,PG,34,"1816,0","67,0","27,1","3,0","8,9"
Doug McDermott,2023,SAS,SF,31,"1314,0","64,0","20,5","1,0","11,1"
